BBOL.r,BBOL.r,ID#,Player Name,Bat Pow,Bat Con,Run,Speed,Arm Str,Arm Acc,Eye,Height,Coord,Attn,Aggr,Stamina,Int,Heat,S.Ball,L.Hook,R.Hook,C.Screw,Zig-Zag,B.Freeze,Fireball,Spitball,C.Ball,Slo-mo,Elevator,Bats,Throws,Gender,B-Day Month,B-Day Day,Nickname,,Offense,Speed,Defense,Pitching,Pitching (Cal),Best Position,OF,3B,SS/2B,1B,C,,Heat,,,,,H,S.Ball,,,,,S,L.Hook,,,,,L,R.Hook,,,,,R,Description of the Player,Pitching Type,B,R,P,F
177,TAKEN,218,Terry Vega,88,23,37,4,22,52,31,2,90,31,87,41,9,25,0,57,68,0,0,45,32,90,90,50,0,Right,Right,Boy,,,,,49,32,4,45,45,2B,7,4,3,6,27,,-1,3,1,217,22,17.8,24,2,0,279,0.0,0.0,-33,2,17,128,54.1,43.3,-44,2,22,103,63.1,50.5,"Very budget power hitter, horrible fielder, mediocre relief pitcher",,7,4,3,7
178,TAKEN,205,Jerry Mahoney,86,19,35,4,32,45,11,2,100,73,48,30,23,68,86,65,67,0,97,0,0,50,0,0,60,Left,Left,Boy,,,,,45,32,14,71,71,P,6,11,12,18,34,,-44,3,15,100,64,51.3,-62,2,31,27,90.3,72.3,-41,2,21,110,60.6,48.5,-43,2,22,103,63.1,50.5,"Super unreliable power hitter, good pitcher, very poor fielder",,7,4,8,7
179,TAKEN,65,Cindy Chang,1,15,84,7,52,59,76,2,100,27,14,79,39,22,80,45,0,0,50,79,0,0,54,54,0,Left,Left,Girl,,,,,25,75,64,42,42,OF,86,52,51,55,54,,2,3,0,279,0,0.0,-56,2,28,44,84.2,67.4,-21,2,11,165,40.9,32.7,24,2,0,279,0.0,0.0,"Solid outfielder, worst bat in the game, even with speed it's hard to get on base",,1,9,5,10
179,TAKEN,115,Bret Olson,1,15,84,7,52,59,76,2,100,27,14,79,39,22,80,45,0,0,0,50,79,0,0,54,0,Left,Left,Boy,,,,,25,75,64,42,42,OF,86,52,51,55,54,,2,3,0,279,0,0.0,-56,2,28,44,84.2,67.4,-21,2,11,165,40.9,32.7,24,2,0,279,0.0,0.0,"Solid outfielder, worst bat in the game, even with speed it's hard to get on base",,1,9,5,10
181,TAKEN,177,Jody Palmer,36,26,67,6,70,86,54,2,30,46,50,74,81,22,68,45,81,100,53,0,0,75,80,34,36,Right,Right,Girl,,,,,26,60,61,65,65,P / OF,63,61,59,50,66,,2,3,0,279,0,0.0,-44,2,22,75,73.1,58.5,-21,2,11,165,40.9,32.7,-57,2,29,50,82.1,65.7,"Competent fielder with good pitching, very poor hitter",,2,7,7,5
182,TAKEN,184,Rosanna Phelps,37,34,64,6,62,98,47,2,70,57,6,68,35,70,37,80,0,60,33,0,45,56,0,0,100,Right,Right,Girl,,,,,26,60,58,59,59,3B / 2B,60,57,57,52,61,,-46,3,16,91,67,53.9,-13,2,7,168,39.8,31.8,-56,2,28,45,83.9,67.1,24,2,0,279,0.0,0.0,"Decent budget fielder with decent pitching, lacks offensive stats",,3,7,6,8
183,TAKEN,22,Ricky Johnson,25,27,71,6,26,15,29,4,90,50,3,78,70,16,33,93,0,0,0,0,0,79,33,58,59,Right,Right,Boy,Feb,14,Fella,,26,60,58,42,42,1B,59,46,30,95,31,,8,3,0,279,0,0.0,-9,2,5,186,33.3,26.7,-69,2,35,19,93.2,74.6,24,2,0,279,0.0,0.0,"Basically only good at 1B, poor hitter, unimpressive overall",,1,8,5,6
184,TAKEN,23,Marky Dubois,57,49,37,4,56,71,49,3,90,39,48,92,11,72,10,68,27,18,0,38,76,0,78,57,21,Left,Left,Boy,Sep,6,Cootie,,29,32,33,61,74,1B / P,21,25,21,64,49,,-48,2,24,30,89,89.2,14,2,0,279,0.0,0.0,-44,2,22,102,63.4,50.8,-3,2,2,195,30.1,24.1,"Decent pitcher, okay 1B, bad at everything else, basically only good with Billy Jean",,5,4,7,9
184.1,TAKEN,23.5,Marky (w/ BJ & on Sox),57,30,37,4,56,35,30,3,40,30,48,50,11,72,60,68,77,18,0,38,76,0,78,57,21,Left,Left,Boy,Sep,6,Cootie,,26,32,32,68,68,1B / P,18,25,21,63,48,,-48,3,16,91,67,53.9,-36,2,18,99,64.5,51.6,-44,2,22,102,63.4,50.8,-53,2,27,67,76.0,60.8,Absolutely no reason to do this to yourself,,4,4,8,3
185,TAKEN,229,Dominic Hoskins,51,46,47,5,50,79,90,2,80,80,53,37,35,68,86,65,67,0,65,48,76,0,0,28,34,Right,Right,Boy,,,,,35,46,32,71,71,P / 2B,38,25,28,35,49,,-44,3,15,100,64,51.3,-62,2,31,27,90.3,72.3,-41,2,21,110,60.6,48.5,-43,2,22,103,63.1,50.5,"Good pitcher, lacks in offense and fielding",,4,5,8,9
186,TAKEN,95,Olga Tollefson,29,76,88,7,10,49,34,2,70,100,38,29,71,100,60,57,37,0,65,48,76,76,0,28,34,Right,Right,Girl,,,,,46,75,44,64,64,2B / OF,59,26,27,62,30,,-76,3,26,22,92,73.7,-36,2,18,99,64.5,51.6,-33,2,17,128,54.1,43.3,-13,2,7,166,40.5,32.4,"Decent offensive specialist, extremely difficult to use fielders",,6,9,6,5
186,TAKEN,145,Paco Kaufman,29,76,88,7,10,49,34,2,70,100,38,29,71,100,60,57,37,0,65,48,76,0,0,28,34,Right,Right,Boy,,,,,46,75,44,64,64,2B / OF,59,26,27,62,30,,-76,3,26,22,92,73.7,-36,2,18,99,64.5,51.6,-33,2,17,128,54.1,43.3,-13,2,7,166,40.5,32.4,"Decent offensive specialist, extremely difficult to use fielders",,6,9,6,5
188,TAKEN,96,Olive Hussein,49,63,65,6,28,76,33,2,90,77,66,77,18,27,38,12,0,80,34,36,12,12,0,29,15,Right,Right,Girl,,,,,51,60,40,19,22,2B / OF,51,29,29,50,39,,-3,3,1,217,22,17.8,-14,2,7,168,39.8,31.8,12,2,0,279,0.0,0.0,24,2,0,279,0.0,0.0,"Decent late round line drive hitter, bad defensively but not atrocious",,6,7,2,7
188,TAKEN,146,PJ Shareef,49,63,65,6,28,76,33,2,90,77,66,77,18,27,38,12,0,80,34,36,12,0,0,29,15,Right,Right,Boy,,,,,51,60,40,19,22,2B / OF,51,29,29,50,39,,-3,3,1,217,22,17.8,-14,2,7,168,39.8,31.8,12,2,0,279,0.0,0.0,24,2,0,279,0.0,0.0,"Decent late round line drive hitter, bad defensively but not atrocious",,6,7,2,7
190,TAKEN,150,Ryan VanderHoek,33,55,24,4,100,78,37,2,40,88,85,27,38,100,56,74,48,60,68,0,100,29,29,85,0,Left,Left,Boy,,,,,8,32,65,69,69,C,25,70,77,33,89,,-76,3,26,22,92,73.7,-32,2,16,108,61.3,49.0,-50,2,25,77,72.4,57.9,-24,2,12,141,49.5,39.6,"Good fielder with a cannon arm, can relief pitch, awful hitter",,4,3,7,5
191,TAKEN,100,Serena Damonte,33,55,24,4,100,78,37,2,40,88,45,27,38,100,56,74,48,60,68,0,100,100,29,85,0,Left,Left,Girl,,,,,8,32,65,69,69,C,25,70,77,33,89,,-76,3,26,22,92,73.7,-32,2,16,108,61.3,49.0,-50,2,25,77,72.4,57.9,-24,2,12,141,49.5,39.6,"Good fielder with a cannon arm, can relief pitch, awful hitter",,4,3,7,5
192,TAKEN,19,Kenny Kawaguchi,19,49,70,6,42,38,100,2,40,93,75,100,75,29,91,31,26,33,47,0,0,57,100,59,64,Right,Right,Boy,Nov,20,K-Man,,25,60,51,54,54,OF / P,64,40,41,57,45,,-5,2,3,189,32,32.3,-67,1,67,4,98.6,98.6,-7,1,7,191,31.5,31.5,-2,1,2,195,30.1,30.1,"Competent fielder with good relief pitching, cannot fall over at all",,3,8,7,5
193,TAKEN,80,Judy Abwunza,19,49,70,6,42,38,100,2,40,93,75,100,75,29,91,31,26,33,47,0,0,100,59,59,64,Right,Right,Girl,,,,,25,60,51,54,54,OF / P,64,40,41,57,45,,-5,2,3,189,32,32.3,-67,1,67,4,98.6,98.6,-7,1,7,191,31.5,31.5,-2,1,2,195,30.1,30.1,Competent fielder with good relief pitching,,3,8,7,5
193,TAKEN,130,George Coleman,19,49,70,6,42,38,100,2,40,93,75,100,75,29,91,31,26,33,33,47,0,0,100,59,64,Right,Right,Boy,,,,,25,60,51,54,54,OF / P,64,40,41,57,45,,-5,2,3,189,32,32.3,-67,1,67,4,98.6,98.6,-7,1,7,191,31.5,31.5,-2,1,2,195,30.1,30.1,Competent fielder with good relief pitching,,3,8,7,5
195,TAKEN,197,Butch Sherrod,51,35,25,4,88,82,99,2,80,12,57,87,37,28,68,31,40,28,87,35,0,45,45,75,12,Right,Right,Boy,,,,,31,32,61,49,49,C / 3B,31,51,54,18,79,,-4,2,2,208,25,25.4,-44,2,22,75,73.1,58.5,-7,2,4,199,28.7,22.9,-16,2,8,154,44.8,35.8,"Poor hitter, decent fielder, awful attention makes him a risk at catcher",,4,3,6,10
196,TAKEN,92,Michiko Adachi,60,43,30,4,80,100,48,2,80,39,29,35,48,45,23,0,74,0,21,10,0,0,65,39,35,Right,Right,Girl,,,,,31,32,57,34,34,3B / SS,21,48,50,21,73,,-21,3,7,163,42,33.3,1,2,0,279,0.0,0.0,24,2,0,279,0.0,0.0,-50,2,25,85,69.5,55.6,"Poor hitter with some pop, decent fielder, can play corner infield well",,5,4,3,9
196,TAKEN,142,Nate Kowalski,60,43,30,4,80,100,48,2,80,39,29,35,48,45,23,0,74,0,21,10,0,65,65,39,35,Right,Right,Boy,,,,,31,32,57,34,34,3B / SS,21,48,50,21,73,,-21,3,7,163,42,33.3,1,2,0,279,0.0,0.0,24,2,0,279,0.0,0.0,-50,2,25,85,69.5,55.6,"Poor hitter with some pop, decent fielder, can play corner infield well",,5,4,3,9
198,TAKEN,225,Rose Fluegel,75,85,17,3,80,39,62,2,50,11,94,43,79,53,60,75,12,0,65,0,73,0,0,65,48,Right,Right,Girl,,,,,38,21,42,61,61,2B / C,7,26,32,4,68,,-29,3,10,144,48,38.7,-36,2,18,99,64.5,51.6,-51,2,26,59,78.9,63.1,12,2,0,279,0.0,0.0,"Good hitter but will never score, good relief pitcher, min speed, awful attention",,9,2,5,5
199,TAKEN,88,Linda Potter,31,58,56,5,78,50,1,2,60,78,71,69,27,79,60,65,0,0,62,0,85,85,0,57,41,Right,Right,Girl,,,,,22,46,64,62,62,P / 3B,33,60,60,43,71,,-55,3,19,64,77,61.6,-36,2,18,99,64.5,51.6,-41,2,21,110,60.6,48.5,24,2,0,279,0.0,0.0,"Good late round fielder, good relief pitcher, awful eyesight",,5,6,7,5
199,TAKEN,138,Johnny Omar,31,58,56,5,78,50,1,2,60,78,71,69,27,79,60,65,0,0,62,0,85,0,0,57,41,Right,Right,Boy,,,,,22,46,64,62,62,P / 3B,33,60,60,43,71,,-55,3,19,64,77,61.6,-36,2,18,99,64.5,51.6,-41,2,21,110,60.6,48.5,24,2,0,279,0.0,0.0,"Good late round fielder, good relief pitcher, awful eyesight",,5,6,7,5
201,TAKEN,69,Diana Hayes,34,62,52,5,64,48,95,2,20,50,56,94,58,86,21,78,0,0,81,0,58,0,0,0,71,Right,Right,Girl,,,,,23,46,43,70,80,P / 2B,43,41,45,29,58,,-62,2,31,7,97,97.5,3,2,0,279,0.0,0.0,-54,2,27,51,81.7,65.4,24,2,0,279,0.0,0.0,"Good pitching, okay fielding, not bad for a pitching rotation",,5,6,7,4
201,TAKEN,70,Esther French,34,62,52,5,64,48,95,2,20,50,56,94,58,86,21,78,0,0,81,0,58,0,0,0,71,Right,Right,Girl,,,,,23,46,43,70,80,P / 2B,43,41,45,29,58,,-62,2,31,7,97,97.5,3,2,0,279,0.0,0.0,-54,2,27,51,81.7,65.4,24,2,0,279,0.0,0.0,"Good pitching, okay fielding, not bad for a pitching rotation",,5,6,7,4
201,TAKEN,119,Chris Milton,34,62,52,5,64,48,95,2,20,50,56,94,58,86,21,78,0,0,0,81,0,58,0,0,71,Right,Right,Boy,,,,,23,46,43,70,80,P / 2B,43,41,45,29,58,,-62,2,31,7,97,97.5,3,2,0,279,0.0,0.0,-54,2,27,51,81.7,65.4,24,2,0,279,0.0,0.0,"Good pitching, okay fielding, not bad for a pitching rotation",,5,6,7,4
201,DROP,120,Chucky Flinder,34,62,52,5,64,48,95,2,20,50,56,94,58,86,21,78,0,0,0,81,0,58,0,0,71,Right,Right,Boy,,,,,23,46,43,70,80,P / 2B,43,41,45,29,58,,-62,2,31,7,97,97.5,3,2,0,279,0.0,0.0,-54,2,27,51,81.7,65.4,24,2,0,279,0.0,0.0,"Good pitching, okay fielding, not bad for a pitching rotation",,5,6,7,4
205,205,206,Jose Meisenheimer,81,43,2,3,62,50,81,2,80,90,53,14,93,60,86,70,88,89,0,31,41,0,0,0,27,Right,Right,Boy,,,,,42,21,15,83,83,P / 2B,5,19,21,15,52,,-36,4,9,150,46,23.1,-62,2,31,27,90.3,72.3,-46,2,23,87,68.8,55.1,-64,2,32,25,91.0,72.8,"Good hitter but will never score, top tier pitcher, min speed",,7,1,8,8
206,TAKEN,200,Daniel Willis,51,53,52,5,68,23,20,2,10,87,90,4,86,25,29,93,22,0,0,0,78,56,56,0,100,Left,Left,Boy,,,,,45,46,43,45,45,2B / 3B,32,47,50,38,59,,-1,4,1,217,22,11.1,-5,2,3,197,29.4,23.5,-69,2,35,19,93.2,74.6,2,2,0,279,0.0,0.0,"Decent hitter, okay infielder",,5,6,2,1
207,TAKEN,209,Matthew La Cruz,53,53,57,5,62,18,32,2,40,16,69,58,38,27,38,12,0,0,0,0,35,0,0,0,75,Right,Right,Boy,,,,,46,46,34,19,19,2B / 3B,34,32,35,25,54,,-3,3,1,217,22,17.8,-14,2,7,168,39.8,31.8,12,2,0,279,0.0,0.0,24,2,0,279,0.0,0.0,"Decent hitter, doesn't really excel at any position defensively",,5,6,1,3
208,TAKEN,112,Andres Ibsen,72,32,24,4,74,75,33,2,20,56,64,31,47,55,35,44,34,58,58,53,59,0,0,86,84,Right,Right,Boy,,,,,32,32,32,38,38,3B / 2B,18,37,38,20,64,,-31,3,11,138,51,40.4,-11,2,6,175,37.3,29.8,-20,2,10,176,36.9,29.5,-10,2,5,174,37.6,30.1,"Lackluster hitter, lackluster defender, has some pop and a good arm",,6,3,3,3
209,209,135,Jack Joseph,46,25,61,6,18,66,54,2,100,41,37,14,95,67,32,45,89,0,0,60,33,0,45,56,0,Right,Right,Boy,,,,,30,60,32,55,61,OF,53,20,19,37,32,,-43,4,11,138,51,25.3,-8,2,4,190,31.9,25.5,-21,2,11,165,40.9,32.7,-65,2,33,23,91.8,73.4,"Extremely budget outfielder, decent eyesight, okay relief pitching",,3,7,5,8
209,TAKEN,85,Lara Nunez,46,25,61,6,18,66,54,2,100,41,37,14,95,67,32,45,89,0,60,33,0,45,56,56,0,Right,Right,Girl,,,,,30,60,32,55,61,OF,53,20,19,37,32,,-43,4,11,138,51,25.3,-8,2,4,190,31.9,25.5,-21,2,11,165,40.9,32.7,-65,2,33,23,91.8,73.4,"Extremely budget outfielder, decent eyesight, okay relief pitching",,3,7,5,8
211,TAKEN,24,Reese Worthington,46,25,72,6,18,66,74,2,100,41,90,14,95,67,32,27,89,0,60,44,0,86,39,0,0,Right,Right,Boy,May,25,Big Toe,,30,60,33,50,58,OF,55,20,19,37,32,,-43,4,11,138,51,25.3,-8,2,4,190,31.9,25.5,-3,2,2,212,24.0,19.2,-65,2,33,23,91.8,73.4,"Extremely budget outfielder, good eyesight is always useful",,3,8,4,9
212,TAKEN,75,Heather Quinn,54,100,24,4,62,94,82,2,70,66,65,38,78,35,50,48,26,62,0,0,0,0,0,0,85,Right,Right,Girl,,,,,38,32,25,43,43,2B / 3B,23,25,29,23,55,,-11,3,4,182,35,27.8,-26,2,13,123,55.9,44.7,-24,2,12,155,44.4,35.6,-2,2,1,208,25.4,20.4,"Decent line drive hitter, slow, not really good anywhere defensively",,10,3,3,9
212,TAKEN,125,Felix Grant,54,100,24,4,62,94,82,2,70,66,65,38,78,35,50,48,26,62,62,0,0,0,0,0,85,Right,Right,Boy,,,,,38,32,25,43,43,2B / 3B,23,25,29,23,55,,-11,3,4,182,35,27.8,-26,2,13,123,55.9,44.7,-24,2,12,155,44.4,35.6,-2,2,1,208,25.4,20.4,"Decent line drive hitter, slow, not really good anywhere defensively",,10,3,3,9
214,TAKEN,190,Vanessa Goodman,65,28,67,6,18,82,5,2,10,38,57,4,51,51,72,20,75,60,33,0,45,56,0,53,0,Right,Right,Girl,,,,,37,60,26,57,57,OF,40,17,16,32,31,,-27,4,7,163,42,20.8,-48,2,24,62,77.8,62.2,4,2,0,279,0.0,0.0,-51,2,26,75,73.1,58.5,"Okay hitter, poor fielder, okay relief pitcher, poor stamina and ey emakes her hard to use",,5,7,4,1
215,TAKEN,90,Marianna Rauf,80,36,37,4,34,85,71,2,100,18,63,65,63,12,60,58,66,85,80,0,0,0,0,0,0,Right,Right,Girl,,,,,44,32,9,60,60,2B,14,8,8,7,36,,12,3,0,279,0,0.0,-36,2,18,99,64.5,51.6,-34,2,17,128,54.1,43.3,-42,2,21,109,60.9,48.7,"Good late round power, atrocious fielding, decent relief pitcher, poor attention",,7,4,6,10
216,TAKEN,140,Mickey O'Connor,80,36,37,4,34,85,71,2,100,18,53,65,63,12,60,58,66,85,80,0,0,0,0,0,0,Right,Right,Boy,,,,,44,32,9,60,60,2B,14,8,8,7,36,,12,3,0,279,0,0.0,-36,2,18,99,64.5,51.6,-34,2,17,128,54.1,43.3,-42,2,21,109,60.9,48.7,"Good late round power, atrocious fielding, decent relief pitcher, poor attention",,7,4,6,10
217,217,194,Billy Mendelson,59,47,58,5,18,14,66,2,20,30,9,15,59,40,75,85,60,0,47,67,86,35,35,0,0,Right,Right,Boy,,,,,50,46,14,77,77,P,27,7,7,15,25,,-16,4,4,182,35,17.4,-51,2,26,47,83.2,66.5,-61,2,31,32,88.5,70.8,-36,2,18,111,60.2,48.2,"Competent hitter, good pitcher, terrible fielder",,5,6,6,1
218,218,215,Randolph Glueckert,75,85,17,3,48,39,90,2,90,11,74,74,74,28,45,0,75,0,65,0,73,0,0,65,48,Right,Right,Boy,,,,,39,21,4,48,49,2B,4,5,5,1,40,,-4,3,2,208,25,20.4,-21,2,11,142,49.1,39.3,24,2,0,279,0.0,0.0,-51,2,26,75,73.1,58.5,"Good hitter but will never score, mediocre relief pitcher, min speed, awful attention",,9,2,5,9
219,219,182,Mamie Skiumsby,56,79,34,4,26,57,24,2,100,89,26,29,30,86,70,88,0,0,0,0,33,58,36,0,0,Left,Left,Girl,,,,,35,32,12,77,77,P,7,10,10,21,32,,-62,3,21,51,82,65.4,-46,2,23,64,77.1,61.6,-64,2,32,28,90.0,72.0,24,2,0,279,0.0,0.0,"Very good pitcher, sort of okay hitter, atrocious fielder",,8,4,6,7
220,TAKEN,170,Esmarelda Heimann,19,10,20,4,94,61,91,2,20,38,56,36,72,75,85,60,47,0,0,0,35,0,0,0,75,Right,Right,Girl,,,,,3,32,59,69,69,C,31,61,62,21,82,,-51,3,17,78,72,57.6,-61,2,31,27,90.3,72.3,-36,2,18,115,58.8,47.0,-23,2,12,141,49.5,39.6,"Good pitcher with a strong arm, unusable offensively",,1,3,7,5
221,221,168,Ellen Martinez,26,88,39,4,86,36,46,2,60,84,68,60,32,25,45,10,45,81,0,58,0,0,0,43,0,Right,Right,Girl,,,,,12,32,53,38,38,C,22,56,58,30,74,,-1,3,1,217,22,17.8,-21,2,11,142,49.1,39.3,14,2,0,279,0.0,0.0,-21,2,11,151,45.9,36.7,"Decent fielder, awful hitter, basically only good at catcher",,7,4,3,6
222,222,66,Clarice Reid,41,22,76,6,0,69,28,2,60,78,79,68,77,0,26,90,75,49,0,63,61,0,100,100,70,Left,Left,Girl,,,,,28,60,30,62,62,P,42,18,17,42,28,,24,3,0,279,0,0.0,-2,2,1,215,22.9,18.4,-66,2,33,27,90.3,72.3,-51,2,26,75,73.1,58.5,"Okay relief pitching, worst arm in the game, poor hitter",,2,8,6,4
222,222,116,Carlos Ocampo,41,22,76,6,0,69,28,2,60,78,79,68,77,0,26,90,75,49,49,0,63,61,0,100,70,Left,Left,Boy,,,,,28,60,30,62,62,P,42,18,17,42,28,,24,3,0,279,0,0.0,-2,2,1,215,22.9,18.4,-66,2,33,27,90.3,72.3,-51,2,26,75,73.1,58.5,"Okay relief pitching, worst arm in the game, poor hitter",,2,8,6,4
224,224,5,Gretchen Hasselhoff,41,22,76,6,0,69,28,2,60,78,39,68,77,0,26,89,73,49,0,63,61,0,0,100,49,Left,Left,Girl,May,31,Jabberjaw,,28,60,30,61,61,P,42,18,17,42,28,,24,3,0,279,0,0.0,-2,2,1,215,22.9,18.4,-65,2,33,27,90.3,72.3,-49,2,25,85,69.5,55.6,"Okay relief pitching, worst arm in the game, poor hitter",,2,8,6,4
225,225,187,Tatiana Jackson,23,90,69,6,28,100,24,2,50,4,91,98,10,35,61,34,25,62,0,85,85,0,34,29,15,Left,Left,Girl,,,,,25,60,30,47,57,OF,47,21,20,30,39,,-11,2,6,166,41,40.5,-37,2,19,84,69.9,55.9,-10,2,5,197,29.4,23.5,-1,2,1,208,25.4,20.4,"Terrible hitter, mediocre relief pitcher, has very high stamina",,7,7,6,5
226,226,231,Thor Herring,22,51,7,3,98,36,31,2,30,63,43,30,48,6,100,58,66,15,12,0,78,26,26,62,0,Left,Left,Boy,,,,,3,21,48,70,70,C / P,5,52,57,15,78,,18,3,0,279,0,0.0,-76,2,38,15,94.6,75.7,-34,2,17,128,54.1,43.3,-42,2,21,109,60.9,48.7,"Good pitcher with a strong arm, unusable offensively, min speed",,3,1,6,3
227,227,106,Tiffany Bosworth,32,74,35,4,58,90,59,2,80,69,43,70,54,85,67,52,85,34,29,15,60,60,0,41,65,Right,Right,Girl,,,,,10,32,22,74,74,P / 2B,19,21,22,24,53,,-61,3,21,51,82,65.4,-43,2,22,75,73.1,58.5,-28,2,14,136,51.3,41.0,-61,2,31,44,84.2,67.4,"Good pitcher, not really good for any other role",,6,4,10,9
227,227,156,Todd Xavier,32,74,35,4,58,90,59,2,80,69,43,70,54,85,67,52,85,34,29,15,60,0,0,41,65,Right,Right,Boy,,,,,10,32,22,74,74,P / 2B,19,21,22,24,53,,-61,3,21,51,82,65.4,-43,2,22,75,73.1,58.5,-28,2,14,136,51.3,41.0,-61,2,31,44,84.2,67.4,"Good pitcher, not really good for any other role",,6,4,10,9
229,229,163,Angelique Harding,31,50,23,4,70,73,21,2,90,57,48,81,71,100,73,60,30,0,0,57,67,28,32,32,62,Right,Right,Girl,,,,,8,32,27,71,79,P / 3B,15,31,35,25,60,,-76,3,26,22,92,73.7,-49,2,25,55,80.3,64.2,-36,2,18,115,58.8,47.0,-6,2,3,182,34.8,27.8,"Good pitcher, has a decent arm, awful hitter",,4,3,9,8
230,230,164,Catherine Asher,39,69,36,4,42,46,28,2,50,33,49,98,70,74,48,41,79,50,79,0,0,54,0,0,0,Left,Left,Girl,,,,,16,32,11,75,89,P,10,12,12,9,39,,-50,2,25,24,91,91.4,-24,2,12,128,54.1,43.3,-17,2,9,180,35.5,28.4,-55,2,28,59,78.9,63.1,"Good pitcher, high stamina, bad at everything else",,6,4,9,4
231,231,195,Brad Bender,33,35,37,4,82,26,7,2,90,100,16,22,53,100,12,0,38,34,29,15,60,0,0,41,65,Right,Right,Boy,,,,,6,32,49,38,38,3B / C,15,55,58,34,70,,-76,3,26,22,92,73.7,12,2,0,279,0.0,0.0,24,2,0,279,0.0,0.0,-14,2,7,166,40.5,32.4,"Okay fielder with a good arm, horrendous batter",,2,4,2,7
232,TAKEN,175,Heidi Thurman,34,14,19,3,98,37,95,2,30,16,69,24,79,6,8,56,57,19,23,90,0,82,0,0,45,Right,Right,Girl,,,,,3,21,46,38,38,C,14,48,53,5,77,,18,3,0,279,0,0.0,16,2,0,279,0.0,0.0,-32,2,16,131,53.0,42.4,-33,2,17,113,59.5,47.6,"Good catcher, terrible hitter, min speed, awful attention",,1,2,1,5
233,233,224,Berit Greenwalt,25,27,4,3,92,53,95,2,90,6,93,27,52,28,68,31,40,19,23,90,0,82,0,0,45,Right,Right,Girl,,,,,1,21,42,49,49,C,12,38,43,5,74,,-4,3,2,208,25,20.4,-44,2,22,75,73.1,58.5,-7,2,4,199,28.7,22.9,-16,2,8,154,44.8,35.8,"Good but not excellent catcher, unusable offensively, min speed, awful attention",,1,1,3,10
234,234,134,Isaac Drummond,57,49,27,4,56,71,49,2,90,39,68,92,11,72,10,68,27,18,18,0,38,76,78,57,21,Left,Left,Boy,,,,,29,32,18,61,74,P,16,18,20,17,49,,-48,2,24,30,89,89.2,14,2,0,279,0.0,0.0,-44,2,22,102,63.4,50.8,-3,2,2,195,30.1,24.1,"Decent pitcher, bad at everything else",,5,3,7,9
235,235,84,Krissy Mulligan,57,49,27,4,56,71,49,2,90,39,48,92,11,72,10,68,27,18,0,38,76,78,57,57,21,Left,Left,Girl,,,,,29,32,18,61,74,P,16,18,20,17,49,,-48,2,24,30,89,89.2,14,2,0,279,0.0,0.0,-44,2,22,102,63.4,50.8,-3,2,2,195,30.1,24.1,"Decent pitcher, bad at everything else",,5,3,7,9
236,236,211,Melvin Berger,50,43,45,5,22,12,55,2,40,10,30,16,27,60,0,72,80,0,18,96,0,0,0,0,100,Right,Right,Boy,,,,,27,46,13,57,64,P,26,7,6,12,27,,-36,4,9,150,46,23.1,24,2,0,279,0.0,0.0,-48,2,24,83,70.3,56.2,-56,2,28,59,78.9,63.1,"Meh hitter, decent relief pitcher, terrible fielder",,4,5,4,2
237,237,103,Stacy Gordon,64,72,20,4,62,87,1,2,30,35,79,78,38,53,38,82,0,0,0,100,63,63,28,32,0,Left,Left,Girl,,,,,23,32,17,54,63,2B / P,10,22,23,13,54,,-29,3,10,144,48,38.7,-14,2,7,168,39.8,31.8,-58,2,29,43,84.6,67.7,24,2,0,279,0.0,0.0,"Okay relief pitcher, okay hitter, not good enough in any category",,7,3,6,3
238,238,153,Stevie Lindt,64,72,20,4,62,87,1,2,30,35,59,78,38,53,38,82,0,0,0,100,63,28,28,32,0,Left,Left,Boy,,,,,23,32,17,54,63,2B / P,10,22,23,13,54,,-29,3,10,144,48,38.7,-14,2,7,168,39.8,31.8,-58,2,29,43,84.6,67.7,24,2,0,279,0.0,0.0,"Okay relief pitcher, okay hitter, not good enough in any category",,7,3,6,3
238.1,TAKEN,23.3,Marky (on Sox),57,30,37,4,56,35,30,3,40,30,48,50,11,72,10,68,27,18,0,38,76,0,78,57,21,Left,Left,Boy,Sep,6,Cootie,,26,32,32,49,49,1B,18,25,21,63,48,,-48,3,16,91,67,53.9,14,2,0,279,0.0,0.0,-44,2,22,102,63.4,50.8,-3,2,2,195,30.1,24.1,Absolutely no reason to do this to yourself,,4,4,5,3
239,239,62,Amy Bostwick,72,32,14,3,74,75,33,2,20,56,64,31,47,55,35,44,34,58,53,59,0,0,86,86,84,Right,Right,Girl,,,,,23,21,16,38,38,2B / 3B,4,23,28,7,62,,-31,3,11,138,51,40.4,-11,2,6,175,37.3,29.8,-20,2,10,176,36.9,29.5,-10,2,5,174,37.6,30.1,"Has some power and a decent arm, min speed",,6,2,3,3
240,240,193,Alan Hulsman,33,80,30,4,48,31,90,2,10,47,90,67,1,60,85,68,79,23,0,25,75,0,0,30,28,Right,Right,Boy,,,,,10,32,15,78,78,P,20,14,14,11,42,,-36,3,12,126,55,43.9,-61,2,31,27,90.3,72.3,-44,2,22,102,63.4,50.8,-55,2,28,59,78.9,63.1,"Very good pitcher, awful at everything else",,7,4,10,2
